Subject,Date,Body,filepath,Source
GDPR,5/30/24,"11. where, in exceptional circumstances, a supervisory authority concerned has reasons to consider that there is an urgent need to act in order to protect the interests of data subjects, the urgency procedure referred to in article 66 shall apply. 12. the lead supervisory authority and the other supervisory authorities concerned shall supply the information required under this article to each other by electronic means, using a standardised format. article 61 mutual assistance 1. supervisory authorities shall provide each other with relevant information and mutual assistance in order to implement and apply this regulation in a consistent manner, and shall put in place measures for effective cooperation with one another. mutual assistance shall cover, in particular, information requests and supervisory measures, such as requests to carry out prior authorisations and consultations, inspections and investigations. 2. each supervisory authority shall take all appropriate measures required to reply to a request of another supervisory authority without undue delay and no later than one month after receiving the request. such measures may include, in particular, the transmission of relevant information on the conduct of an investigation. 3. requests for assistance shall contain all the necessary information, including the purpose of and reasons for the request. information exchanged shall be used only for the purpose for which it was requested. 4. the requested supervisory authority shall not refuse to comply with the request unless: (a) it is not competent for the subject-matter of the request or for the measures it is requested to execute; or (b) compliance with the request would infringe this regulation or union or member state law to which the supervisory authority receiving the request is subject. 5. the requested supervisory authority shall inform the requesting supervisory authority of the results or, as the case may be, of the progress of the measures taken in order to respond to the request. the requested supervisory authority shall provide reasons for any refusal to comply with a request pursuant to paragraph 4. 6. requested supervisory authorities shall, as a rule, supply the information requested by other supervisory authorities by electronic means, using a standardised format. 7. requested supervisory authorities shall not charge a fee for any action taken by them pursuant to a request for mutual assistance. supervisory authorities may agree on rules to indemnify each other for specific expenditure arising from the provision of mutual assistance in exceptional circumstances. 8. where a supervisory authority does not provide the information referred to in paragraph 5 of this article within one month of receiving the request of another supervisory authority, the requesting supervisory authority may adopt a provisional measure on the territory of its member state in accordance with article 55(1). in that case, the urgent need to act under article 66(1) shall be presumed to be met and require an urgent binding decision from the board pursuant to article 66(2). 9. the commission may, by means of implementing acts, specify the format and procedures for mutual assistance referred to in this article and the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the board, in particular the standardised format referred to in paragraph 6 of this article. those implementing acts shall be adopted in accordance with the examination procedure referred to in article 93(2). article 62 joint operations of supervisory authorities 1. the supervisory authorities shall, where appropriate, conduct joint operations including joint investigations and joint enforcement measures in which members or staff of the supervisory authorities of other member states are involved. l 119/72 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"2. where the controller or processor has establishments in several member states or where a significant number of data subjects in more than one member state are likely to be substantially affected by processing operations, a supervisory authority of each of those member states shall have the right to participate in joint operations. the supervisory authority which is competent pursuant to article 56(1) or (4) shall invite the supervisory authority of each of those member states to take part in the joint operations and shall respond without delay to the request of a supervisory authority to participate. 3. a supervisory authority may, in accordance with member state law, and with the seconding supervisory authority's authorisation, confer powers, including investigative powers on the seconding supervisory authority's members or staff involved in joint operations or, in so far as the law of the member state of the host supervisory authority permits, allow the seconding supervisory authority's members or staff to exercise their investigative powers in accordance with the law of the member state of the seconding supervisory authority. such investigative powers may be exercised only under the guidance and in the presence of members or staff of the host supervisory authority. the seconding supervisory authority's members or staff shall be subject to the member state law of the host supervisory authority. 4. where, in accordance with paragraph 1, staff of a seconding supervisory authority operate in another member state, the member state of the host supervisory authority shall assume responsibility for their actions, including liability, for any damage caused by them during their operations, in accordance with the law of the member state in whose territory they are operating. 5. the member state in whose territory the damage was caused shall make good such damage under the conditions applicable to damage caused by its own staff. the member state of the seconding supervisory authority whose staff has caused damage to any person in the territory of another member state shall reimburse that other member state in full any sums it has paid to the persons entitled on their behalf. 6. without prejudice to the exercise of its rights vis- -vis third parties and with the exception of paragraph 5, each member state shall refrain, in the case provided for in paragraph 1, from requesting reimbursement from another member state in relation to damage referred to in paragraph 4. 7. where a joint operation is intended and a supervisory authority does not, within one month, comply with the obligation laid down in the second sentence of paragraph 2 of this article, the other supervisory authorities may adopt a provisional measure on the territory of its member state in accordance with article 55. in that case, the urgent need to act under article 66(1) shall be presumed to be met and require an opinion or an urgent binding decision from the board pursuant to article 66(2). section 2 consistency article 63 consistency mechanism in order to contribute to the consistent application of this regulation throughout the union, the supervisory authorities shall cooperate with each other and, where relevant, with the commission, through the consistency mechanism as set out in this section. article 64 opinion of the board 1. the board shall issue an opinion where a competent supervisory authority intends to adopt any of the measures below. to that end, the competent supervisory authority shall communicate the draft decision to the board, when it: (a) aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to article 35(4); (b) concerns a matter pursuant to article 40(7) whether a draft code of conduct or an amendment or extension to a code of conduct complies with this regulation; 4.5.2016 en official journal of the european union l 119/73",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"(c) aims to approve the criteria for accreditation of a body pursuant to article 41(3) or a certification body pursuant to article 43(3); (d) aims to determine standard data protection clauses referred to in point (d) of article 46(2) and in article 28(8); (e) aims to authorise contractual clauses referred to in point (a) of article 46(3); or (f) aims to approve binding corporate rules within the meaning of article 47. 2. any supervisory authority, the chair of the board or the commission may request that any matter of general application or producing effects in more than one member state be examined by the board with a view to obtaining an opinion, in particular where a competent supervisory authority does not comply with the obligations for mutual assistance in accordance with article 61 or for joint operations in accordance with article 62. 3. in the cases referred to in paragraphs 1 and 2, the board shall issue an opinion on the matter submitted to it provided that it has not already issued an opinion on the same matter. that opinion shall be adopted within eight weeks by simple majority of the members of the board. that period may be extended by a further six weeks, taking into account the complexity of the subject matter. regarding the draft decision referred to in paragraph 1 circulated to the members of the board in accordance with paragraph 5, a member which has not objected within a reasonable period indicated by the chair, shall be deemed to be in agreement with the draft decision. 4. supervisory authorities and the commission shall, without undue delay, communicate by electronic means to the board, using a standardised format any relevant information, including as the case may be a summary of the facts, the draft decision, the grounds which make the enactment of such measure necessary, and the views of other supervisory authorities concerned. 5. the chair of the board shall, without undue, delay inform by electronic means: (a) the members of the board and the commission of any relevant information which has been communicated to it using a standardised format. the secretariat of the board shall, where necessary, provide translations of relevant information; and (b) the supervisory authority referred to, as the case may be, in paragraphs 1 and 2, and the commission of the opinion and make it public. 6. the competent supervisory authority shall not adopt its draft decision referred to in paragraph 1 within the period referred to in paragraph 3. 7. the supervisory authority referred to in paragraph 1 shall take utmost account of the opinion of the board and shall, within two weeks after receiving the opinion, communicate to the chair of the board by electronic means whether it will maintain or amend its draft decision and, if any, the amended draft decision, using a standardised format. 8. where the supervisory authority concerned informs the chair of the board within the period referred to in paragraph 7 of this article that it does not intend to follow the opinion of the board, in whole or in part, providing the relevant grounds, article 65(1) shall apply. article 65 dispute resolution by the board 1. in order to ensure the correct and consistent application of this regulation in individual cases, the board shall adopt a binding decision in the following cases: (a) where, in a case referred to in article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead authority or the lead authority has rejected such an objection as being not relevant or reasoned. the binding decision shall concern all the matters which are the subject of the relevant and reasoned objection, in particular whether there is an infringement of this regulation; l 119/74 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"(b) where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment; (c) where a competent supervisory authority does not request the opinion of the board in the cases referred to in article 64(1), or does not follow the opinion of the board issued under article 64. in that case, any supervisory authority concerned or the commission may communicate the matter to the board. 2. the decision referred to in paragraph 1 shall be adopted within one month from the referral of the subject-matter by a two-thirds majority of the members of the board. that period may be extended by a further month on account of the complexity of the subject-matter. the decision referred to in paragraph 1 shall be reasoned and addressed to the lead supervisory authority and all the supervisory authorities concerned and binding on them. 3. where the board has been unable to adopt a decision within the periods referred to in paragraph 2, it shall adopt its decision within two weeks following the expiration of the second month referred to in paragraph 2 by a simple majority of the members of the board. where the members of the board are split, the decision shall by adopted by the vote of its chair. 4. the supervisory authorities concerned shall not adopt a decision on the subject matter submitted to the board under paragraph 1 during the periods referred to in paragraphs 2 and 3. 5. the chair of the board shall notify, without undue delay, the decision referred to in paragraph 1 to the supervisory authorities concerned. it shall inform the commission thereof. the decision shall be published on the website of the board without delay after the supervisory authority has notified the final decision referred to in paragraph 6. 6. the lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged shall adopt its final decision on the basis of the decision referred to in paragraph 1 of this article, without undue delay and at the latest by one month after the board has notified its decision. the lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged, shall inform the board of the date when its final decision is notified respectively to the controller or the processor and to the data subject. the final decision of the supervisory authorities concerned shall be adopted under the terms of article 60(7), (8) and (9). the final decision shall refer to the decision referred to in paragraph 1 of this article and shall specify that the decision referred to in that paragraph will be published on the website of the board in accordance with paragraph 5 of this article. the final decision shall attach the decision referred to in paragraph 1 of this article. article 66 urgency procedure 1. in exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects, it may, by way of derogation from the consistency mechanism referred to in articles 63, 64 and 65 or the procedure referred to in article 60, immediately adopt provisional measures intended to produce legal effects on its own territory with a specified period of validity which shall not exceed three months. the supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the board and to the commission. 2. where a supervisory authority has taken a measure pursuant to paragraph 1 and considers that final measures need urgently be adopted, it may request an urgent opinion or an urgent binding decision from the board, giving reasons for requesting such opinion or decision. 3. any supervisory authority may request an urgent opinion or an urgent binding decision, as the case may be, from the board where a competent supervisory authority has not taken an appropriate measure in a situation where there is an urgent need to act, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or decision, including for the urgent need to act. 4. by derogation from article 64(3) and article 65(2), an urgent opinion or an urgent binding decision referred to in paragraphs 2 and 3 of this article shall be adopted within two weeks by simple majority of the members of the board. 4.5.2016 en official journal of the european union l 119/75",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"article 67 exchange of information the commission may adopt implementing acts of general scope in order to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the board, in particular the standardised format referred to in article 64. those implementing acts shall be adopted in accordance with the examination procedure referred to in article 93(2). section 3 european dat a protection board article 68 european data protection board 1. the european data protection board (the  board ) is hereby established as a body of the union and shall have legal personality. 2. the board shall be represented by its chair. 3. the board shall be composed of the head of one supervisory authority of each member state and of the european data protection supervisor, or their respective representatives. 4. where in a member state more than one supervisory authority is responsible for monitoring the application of the provisions pursuant to this regulation, a joint representative shall be appointed in accordance with that member state's law. 5. the commission shall have the right to participate in the activities and meetings of the board without voting right. the commission shall designate a representative. the chair of the board shall communicate to the commission the activities of the board. 6. in the cases referred to in article 65, the european data protection supervisor shall have voting rights only on decisions which concern principles and rules applicable to the union institutions, bodies, offices and agencies which correspond in substance to those of this regulation. article 69 independence 1. the board shall act independently when performing its tasks or exercising its powers pursuant to articles 70 and 71. 2. without prejudice to requests by the commission referred to in point (b) of article 70(1) and in article 70(2), the board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody. article 70 tasks of the board 1. the board shall ensure the consistent application of this regulation. to that end, the board shall, on its own initiative or, where relevant, at the request of the commission, in particular: (a) monitor and ensure the correct application of this regulation in the cases provided for in articles 64 and 65 without prejudice to the tasks of national supervisory authorities; l 119/76 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"(b) advise the commission on any issue related to the protection of personal data in the union, including on any proposed amendment of this regulation; (c) advise the commission on the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules; (d) issue guidelines, recommendations, and best practices on procedures for erasing links, copies or replications of personal data from publicly available communication services as referred to in article 17(2); (e) examine, on its own initiative, on request of one of its members or on request of the commission, any question covering the application of this regulation and issue guidelines, recommendations and best practices in order to encourage consistent application of this regulation; (f) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for further specifying the criteria and conditions for decisions based on profiling pursuant to article 22(2); (g) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing the personal data breaches and determining the undue delay referred to in article 33(1) and (2) and for the particular circumstances in which a controller or a processor is required to notify the personal data breach; (h) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph as to the circumstances in which a personal data breach is likely to result in a high risk to the rights and freedoms of the natural persons referred to in article 34(1). (i) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data transfers based on binding corporate rules adhered to by controllers and binding corporate rules adhered to by processors and on further necessary requirements to ensure the protection of personal data of the data subjects concerned referred to in article 47; (j) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of article 49(1); (k) draw up guidelines for supervisory authorities concerning the application of measures referred to in article 58(1), (2) and (3) and the setting of administrative fines pursuant to article 83; (l) review the practical application of the guidelines, recommendations and best practices referred to in points (e) and (f); (m) issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing common procedures for reporting by natural persons of infringements of this regulation pursuant to article 54(2); (n) encourage the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks pursuant to articles 40 and 42; (o) carry out the accreditation of certification bodies and its periodic review pursuant to article 43 and maintain a public register of accredited bodies pursuant to article 43(6) and of the accredited controllers or processors established in third countries pursuant to article 42(7); (p) specify the requirements referred to in article 43(3) with a view to the accreditation of certification bodies under article 42; (q) provide the commission with an opinion on the certification requirements referred to in article 43(8); (r) provide the commission with an opinion on the icons referred to in article 12(7); (s) provide the commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, including for the assessment whether a third country, a territory or one or more specified sectors within that third country, or an international organisation no longer ensures an adequate level of protection. to that end, the commission shall provide the board with all necessary documentation, including correspondence with the government of the third country, with regard to that third country, territory or specified sector, or with the international organisation. 4.5.2016 en official journal of the european union l 119/77",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"(t) issue opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in article 64(1), on matters submitted pursuant to article 64(2) and to issue binding decisions pursuant to article 65, including in cases referred to in article 66; (u) promote the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities; (v) promote common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations; (w) promote the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide. (x) issue opinions on codes of conduct drawn up at union level pursuant to article 40(9); and (y) maintain a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism. 2. where the commission requests advice from the board, it may indicate a time limit, taking into account the urgency of the matter. 3. the board shall forward its opinions, guidelines, recommendations, and best practices to the commission and to the committee referred to in article 93 and make them public. 4. the board shall, where appropriate, consult interested parties and give them the opportunity to comment within a reasonable period. the board shall, without prejudice to article 76, make the results of the consultation procedure publicly available. article 71 reports 1. the board shall draw up an annual report regarding the protection of natural persons with regard to processing in the union and, where relevant, in third countries and international organisations. the report shall be made public and be transmitted to the european parliament, to the council and to the commission. 2. the annual report shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of article 70(1) as well as of the binding decisions referred to in article 65. article 72 procedure 1. the board shall take decisions by a simple majority of its members, unless otherwise provided for in this regulation. 2. the board shall adopt its own rules of procedure by a two-thirds majority of its members and organise its own operational arrangements. article 73 chair 1. the board shall elect a chair and two deputy chairs from amongst its members by simple majority. 2. the term of office of the chair and of the deputy chairs shall be five years and be renewable once. l 119/78 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"article 74 tasks of the chair 1. the chair shall have the following tasks: (a) to convene the meetings of the board and prepare its agenda; (b) to notify decisions adopted by the board pursuant to article 65 to the lead supervisory authority and the supervisory authorities concerned; (c) to ensure the timely performance of the tasks of the board, in particular in relation to the consistency mechanism referred to in article 63. 2. the board shall lay down the allocation of tasks between the chair and the deputy chairs in its rules of procedure. article 75 secretariat 1. the board shall have a secretariat, which shall be provided by the european data protection supervisor. 2. the secretariat shall perform its tasks exclusively under the instructions of the chair of the board. 3. the staff of the european data protection supervisor involved in carrying out the tasks conferred on the board by this regulation shall be subject to separate reporting lines from the staff involved in carrying out tasks conferred on the european data protection supervisor. 4. where appropriate, the board and the european data protection supervisor shall establish and publish a memorandum of understanding implementing this article, determining the terms of their cooperation, and applicable to the staff of the european data protection supervisor involved in carrying out the tasks conferred on the board by this regulation. 5. the secretariat shall provide analytical, administrative and logistical support to the board. 6. the secretariat shall be responsible in particular for: (a) the day-to-day business of the board; (b) communication between the members of the board, its chair and the commission; (c) communication with other institutions and the public; (d) the use of electronic means for the internal and external communication; (e) the translation of relevant information; (f) the preparation and follow-up of the meetings of the board; (g) the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the board. article 76 confidentiality 1. the discussions of the board shall be confidential where the board deems it necessary, as provided for in its rules of procedure. 4.5.2016 en official journal of the european union l 119/79",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"2. access to documents submitted to members of the board, experts and representatives of third parties shall be governed by regulation (ec) no 1049/2001 of the european parliament and of the council ( 1 ). chapter viii remedies, liability and penalties article 77 right to lodge a complaint with a supervisory authority 1. without prejudice to any other administrative or judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory authority, in particular in the member state of his or her habitual residence, place of work or place of the alleged infringement if the data subject considers that the processing of personal data relating to him or her infringes this regulation. 2. the supervisory authority with which the complaint has been lodged shall inform the complainant on the progress and the outcome of the complaint including the possibility of a judicial remedy pursuant to article 78. article 78 right to an effective judicial remedy against a supervisory authority 1. without prejudice to any other administrative or non-judicial remedy, each natural or legal person shall have the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them. 2. without prejudice to any other administrative or non-judicial remedy, each data subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant to articles 55 and 56 does not handle a complaint or does not inform the data subject within three months on the progress or outcome of the complaint lodged pursuant to article 77. 3. proceedings against a supervisory authority shall be brought before the courts of the member state where the supervisory authority is established. 4. where proceedings are brought against a decision of a supervisory authority which was preceded by an opinion or a decision of the board in the consistency mechanism, the supervisory authority shall forward that opinion or decision to the court. article 79 right to an effective judicial remedy against a controller or processor 1. without prejudice to any available administrative or non-judicial remedy, including the right to lodge a complaint with a supervisory authority pursuant to article 77, each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this regulation. 2. proceedings against a controller or a processor shall be brought before the courts of the member state where the controller or processor has an establishment. alternatively, such proceedings may be brought before the courts of the member state where the data subject has his or her habitual residence, unless the controller or processor is a public authority of a member state acting in the exercise of its public powers. l 119/80 en official journal of the european union 4.5.2016 ( 1 ) regulation (ec) no 1049/2001 of the european parliament and of the council of 30 may 2001 regarding public access to european parliament, council and commission documents (oj l 145, 31.5.2001, p. 43).",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"article 80 representation of data subjects 1. the data subject shall have the right to mandate a not-for-profit body, organisation or association which has been properly constituted in accordance with the law of a member state, has statutory objectives which are in the public interest, and is active in the field of the protection of data subjects' rights and freedoms with regard to the protection of their personal data to lodge the complaint on his or her behalf, to exercise the rights referred to in articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in article 82 on his or her behalf where provided for by member state law. 2. member states may provide that any body, organisation or association referred to in paragraph 1 of this article, in dependently of a data subject's mandate, has the right to lodge, in that member state, a complaint with the supervisory authority which is competent pursuant to article 77 and to exercise the rights referred to in articles 78 and 79 if it considers that the rights of a data subject under this regulation have been infringed as a result of the processing. article 81 suspension of proceedings 1. where a competent court of a member state has information on proceedings, concerning the same subject matter as regards processing by the same controller or processor, that are pending in a court in another member state, it shall contact that court in the other member state to confirm the existence of such proceedings. 2. where proceedings concerning the same subject matter as regards processing of the same controller or processor are pending in a court in another member state, any competent court other than the court first seized may suspend its proceedings. 3. where those proceedings are pending at first instance, any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the actions in question and its law permits the consolidation thereof. article 82 right to compensation and liability 1. any person who has suffered material or non-material damage as a result of an infringement of this regulation shall have the right to receive compensation from the controller or processor for the damage suffered. 2. any controller involved in processing shall be liable for the damage caused by processing which infringes this regulation. a processor shall be liable for the damage caused by processing only where it has not complied with obligations of this regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller. 3. a controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage. 4. where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject. 5. where a controller or processor has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the other controllers or processors involved in the same processing that part of the compensation corresponding to their part of responsibility for the damage, in accordance with the conditions set out in paragraph 2. 4.5.2016 en official journal of the european union l 119/81",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"6. court proceedings for exercising the right to receive compensation shall be brought before the courts competent under the law of the member state referred to in article 79(2). article 83 general conditions for imposing administrative fines 1. each supervisory authority shall ensure that the imposition of administrative fines pursuant to this article in respect of infringements of this regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive. 2. administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of article 58(2). when deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following: (a) the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them; (b) the intentional or negligent character of the infringement; (c) any action taken by the controller or processor to mitigate the damage suffered by data subjects; (d) the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to articles 25 and 32; (e) any relevant previous infringements by the controller or processor; (f) the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement; (g) the categories of personal data affected by the infringement; (h) the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement; (i) where measures referred to in article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures; (j) adherence to approved codes of conduct pursuant to article 40 or approved certification mechanisms pursuant to article 42; and (k) any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement. 3. if a controller or processor intentionally or negligently, for the same or linked processing operations, infringes several provisions of this regulation, the total amount of the administrative fine shall not exceed the amount specified for the gravest infringement. 4. infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 10 000 000 eur, or in the case of an undertaking, up to 2 % of the total worldwide annual turnover of the preceding financial year, whichever is higher: (a) the obligations of the controller and the processor pursuant to articles 8, 11, 25 to 39 and 42 and 43; (b) the obligations of the certification body pursuant to articles 42 and 43; (c) the obligations of the monitoring body pursuant to article 41(4). l 119/82 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"5. infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 20 000 000 eur, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher: (a) the basic principles for processing, including conditions for consent, pursuant to articles 5, 6, 7 and 9; (b) the data subjects' rights pursuant to articles 12 to 22; (c) the transfers of personal data to a recipient in a third country or an international organisation pursuant to articles 44 to 49; (d) any obligations pursuant to member state law adopted under chapter ix; (e) non-compliance with an order or a temporary or definitive limitation on processing or the suspension of data flows by the supervisory authority pursuant to article 58(2) or failure to provide access in violation of article 58(1). 6. non-compliance with an order by the supervisory authority as referred to in article 58(2) shall, in accordance with paragraph 2 of this article, be subject to administrative fines up to 20 000 000 eur, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher. 7. without prejudice to the corrective powers of supervisory authorities pursuant to article 58(2), each member state may lay down the rules on whether and to what extent administrative fines may be imposed on public authorities and bodies established in that member state. 8. the exercise by the supervisory authority of its powers under this article shall be subject to appropriate procedural safeguards in accordance with union and member state law, including effective judicial remedy and due process. 9. where the legal system of the member state does not provide for administrative fines, this article may be applied in such a manner that the fine is initiated by the competent supervisory authority and imposed by competent national courts, while ensuring that those legal remedies are effective and have an equivalent effect to the administrative fines imposed by supervisory authorities. in any event, the fines imposed shall be effective, proportionate and dissuasive. those member states shall notify to the commission the provisions of their laws which they adopt pursuant to this paragraph by 25 may 2018 and, without delay, any subsequent amendment law or amendment affecting them. article 84 penalties 1. member states shall lay down the rules on other penalties applicable to infringements of this regulation in particular for infringements which are not subject to administrative fines pursuant to article 83, and shall take all measures necessary to ensure that they are implemented. such penalties shall be effective, proportionate and dissuasive. 2. each member state shall notify to the commission the provisions of its law which it adopts pursuant to paragraph 1, by 25 may 2018 and, without delay, any subsequent amendment affecting them. chapter ix provisions relating to specific processing situations article 85 processing and freedom of expression and information 1. member states shall by law reconcile the right to the protection of personal data pursuant to this regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression. 4.5.2016 en official journal of the european union l 119/83",./GDPR/GDPR.pdf,External
GDPR,5/30/24,"2. for processing carried out for journalistic purposes or the purpose of academic artistic or literary expression, member states shall provide for exemptions or derogations from chapter ii (principles), chapter iii (rights of the data subject), chapter iv (controller and processor), chapter v (transfer of personal data to third countries or international organisations), chapter vi (independent supervisory authorities), chapter vii (cooperation and consistency) and chapter ix (specific data processing situations) if they are necessary to reconcile the right to the protection of personal data with the freedom of expression and information. 3. each member state shall notify to the commission the provisions of its law which it has adopted pursuant to paragraph 2 and, without delay, any subsequent amendment law or amendment affecting them. article 86 processing and public access to official documents personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with union or member state law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this regulation. article 87 processing of the national identification number member states may further determine the specific conditions for the processing of a national identification number or any other identifier of general application. in that case the national identification number or any other identifier of general application shall be used only under appropriate safeguards for the rights and freedoms of the data subject pursuant to this regulation. article 88 processing in the context of employment 1. member states may, by law or by collective agreements, provide for more specific rules to ensure the protection of the rights and freedoms in respect of the processing of employees' personal data in the employment context, in particular for the purposes of the recruitment, the performance of the contract of employment, including discharge of obligations laid down by law or by collective agreements, management, planning and organisation of work, equality and diversity in the workplace, health and safety at work, protection of employer's or customer's property and for the purposes of the exercise and enjoyment, on an individual or collective basis, of rights and benefits related to employment, and for the purpose of the termination of the employment relationship. 2. those rules shall include suitable and specific measures to safeguard the data subject's human dignity, legitimate interests and fundamental rights, with particular regard to the transparency of processing, the transfer of personal data within a group of undertakings, or a group of enterprises engaged in a joint economic activity and monitoring systems at the work place. 3. each member state shall notify to the commission those provisions of its law which it adopts pursuant to paragraph 1, by 25 may 2018 and, without delay, any subsequent amendment affecting them. article 89 safeguards and derogations relating to processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes 1. processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, shall be subject to appropriate safeguards, in accordance with this regulation, for the rights and freedoms of the data subject. those safeguards shall ensure that technical and organisational measures are in place in particular in l 119/84 en official journal of the european union 4.5.2016",./GDPR/GDPR.pdf,External
